Unnamed: 0,Code,Transport,Longitude,Latitude,Station,District.Name,Neighborhood.Name
312,K011,Tram,2.186918,41.39407,TRAMVIA (T4) - MARINA-,Sant Martí,el Parc i la Llacuna del Poblenou
313,K008,Maritime station,2.175151,41.368042,Terminal Marítima Sant Bertran *Ferris,Sants-Montjuïc,la Marina del Prat Vermell
315,K001,Underground,2.183324,41.430459,METRO (L1) - FABRA I PUIG-,Sant Andreu,Sant Andreu
317,K001,Underground,2.13168,41.360962,FGC (L8) - ILDEFONS CERDÀ-,Sants-Montjuïc,Sants
319,K001,Underground,2.134546,41.374172,METRO (L1) - MERCAT NOU (C. dels Jocs Florals)-,Sants-Montjuïc,Sants
320,K001,Underground,2.148309,41.375344,METRO (L1) - ESPANYA (C. de la Creu Coberta)-,Sants-Montjuïc,Hostafrancs
321,K002,Railway (FGC),2.157956,41.392909,FGC - PROVENÇA-,Eixample,l'Antiga Esquerra de l'Eixample
322,K002,Railway (FGC),2.110914,41.409282,FGC - PEU FUNICULAR-,Sarrià-Sant Gervasi,Sarrià
323,K011,Tram,2.121492,41.386718,"TRAMVIA (T1,T2,T3) - PIUS XII-",Les Corts,la Maternitat i Sant Ramon
324,K001,Underground,2.193327,41.38792,METRO (L4) - CIUTADELLA - VILA OLÍMPICA (Parc de Carles I)-,Sant Martí,la Vila Olímpica del Poblenou
325,K001,Underground,2.192179,41.395239,METRO (L4) - BOGATELL-,Sant Martí,el Parc i la Llacuna del Poblenou
326,K001,Underground,2.146052,41.378249,METRO (L3) - TARRAGONA (C. d'Aragó)-,Eixample,la Nova Esquerra de l'Eixample
327,K002,Railway (FGC),2.147573,41.401403,FGC - PLAÇA MOLINA<center>-,Sarrià-Sant Gervasi,el Putxet i el Farró
329,K001,Underground,2.18058,41.459194,METRO (L11) - TORRE BARÓ - VALLBONA (C. Esculapi Càncer)-,Nou Barris,Torre Baró
331,K001,Underground,2.186579,41.422021,METRO (L5) - LA SAGRERA (Av. Meridiana)-,Sant Andreu,la Sagrera
332,K001,Underground,2.144863,41.411461,METRO (L3) - VALLCARCA (Jardins Manuel Blancafort)-,Gràcia,Vallcarca i els Penitents
333,K002,Railway (FGC),2.118699,41.398423,FGC - REINA ELISENDA (Sortida J. V. Foix)-,Sarrià-Sant Gervasi,Sarrià
334,K001,Underground,2.140542,41.382298,METRO (L3) - SANTS ESTACIÓ (Jardins de Màlaga)-,Sants-Montjuïc,Sants
335,K001,Underground,2.183628,41.430467,METRO (L1) - FABRA I PUIG (Pg. de Fabra i Puig)-,Sant Andreu,Sant Andreu
336,K001,Underground,2.163474,41.385403,METRO (L1) - UNIVERSITAT (Pl. de la Universitat)-,Eixample,Sant Antoni
337,K001,Underground,2.176443,41.3772,METRO (L3) - DRASSANES (La Rambla)-,Ciutat Vella,el Raval
340,K001,Underground,2.176264,41.411214,METRO (L5) - SANT PAU-DOS DE MAIG (C. del Dos de Maig)-,Eixample,la Sagrada Família
341,K001,Underground,2.200601,41.419306,METRO (L2) - SANT MARTÍ-,Sant Martí,Sant Martí de Provençals
344,K001,Underground,2.152429,41.400039,"FGC (L6,L7) - GRÀCIA (Pl. de Gal·la Placídia)-",Gràcia,la Vila de Gràcia
346,K001,Underground,2.166353,41.441845,METRO (L3) - CANYELLES (Parc de Josep Maria Serra Martí)-,Nou Barris,Canyelles
348,K011,Tram,2.118294,41.385874,"TRAMVIA (T1,T2,T3) - PALAU REIAL-",Les Corts,la Maternitat i Sant Ramon
349,K011,Tram,2.188532,41.404209,"TRAMVIA (T5, T6) - LA FARINERA-",Sant Martí,el Parc i la Llacuna del Poblenou
350,K011,Tram,2.227764,41.434948,TRAMVIA (T5) - SANT ROC-,Gràcia,Sant Roc
351,K011,Tram,2.209864,41.409066,TRAMVIA (T4) - SELVA DE MAR-,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
352,K010,Cableway,2.166135,41.364048,Telefèric de Montjuïc - Castell-,Sants-Montjuïc,el Poble-sec
353,K009,Funicular,2.13157,41.41616,Funicular TIBIDABO - inferior-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
354,K008,Maritime station,2.179532,41.360585,Estació Marítima C-,Sants-Montjuïc,la Marina del Prat Vermell
355,K008,Maritime station,2.176803,41.367586,Terminal GÉNOVA-,Sants-Montjuïc,la Marina del Prat Vermell
356,K008,Maritime station,2.181059,41.363071,Estació Marítima A-,Sants-Montjuïc,la Marina del Prat Vermell
357,K003,RENFE,2.193312,41.435959,RENFE - SANT ANDREU COMTAL-,Sant Andreu,Sant Andreu
358,K001,Underground,2.184187,41.449312,METRO (L3) - TRINITAT NOVA (Chafarinas)-,Nou Barris,la Trinitat Nova
359,K001,Underground,2.145225,41.378805,METRO (L3) - TARRAGONA (C. de Tarragona)-,Eixample,la Nova Esquerra de l'Eixample
360,K001,Underground,2.144456,41.378852,METRO (L3) - TARRAGONA (C. del Elisi)-,Sants-Montjuïc,Hostafrancs
361,K001,Underground,2.170859,41.394823,METRO (L4) - GIRONA (C. Consell de Cent)-,Eixample,la Dreta de l'Eixample
362,K001,Underground,2.167682,41.389615,METRO (L4) - PASSEIG DE GRÀCIA-,Eixample,la Dreta de l'Eixample
363,K001,Underground,2.18295,41.449264,"METRO (L3,L4,L11) - TRINITAT NOVA (Pedrosa)-",Nou Barris,la Trinitat Nova
364,K001,Underground,2.205987,41.423471,"METRO (L2,L4) - LA PAU (L2 i L4) (Rambla de Guipúscoa)-",Sant Martí,la Verneda i la Pau
365,K001,Underground,2.174241,41.416004,METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ (C. del Mas Casanovas)-,Horta-Guinardó,el Guinardó
366,K003,RENFE,2.188413,41.484611,RENFE - MONTCADA I REIXAC-,Nou Barris,Torre Baró
367,K003,RENFE,2.048073,41.383079,RENFE - ST. FELIU DE LLOBREGAT-,Ciutat Vella,Can Nadal
368,K003,RENFE,2.100702,41.364252,RENFE - L'HOSPITALET DE LLOBREGAT-,Sarrià-Sant Gervasi,la Maternitat i Sant Ramon
369,K001,Underground,2.143991,41.375292,METRO (L1) - HOSTAFRANCS-,Sants-Montjuïc,Hostafrancs
370,K001,Underground,2.186897,41.421556,METRO (L5) - LA SAGRERA-,Sant Andreu,la Sagrera
371,K001,Underground,2.165646,41.391351,METRO (L3) - PASSEIG DE GRÀCIA (C. del Consell de Cent)-,Eixample,la Dreta de l'Eixample
373,K001,Underground,2.099888,41.371578,METRO (L5) - CAN VIDALET-,Sarrià-Sant Gervasi,la Maternitat i Sant Ramon
374,K001,Underground,2.181609,41.423528,METRO (L5) - CONGRÉS-,Sant Andreu,el Congrés i els Indians
375,K001,Underground,2.150301,41.37516,METRO (L3) - ESPANYA-,Eixample,Sant Antoni
376,K001,Underground,2.156073,41.425418,METRO (L5) - EL CARMEL (Pl. de Pastrana)-,Horta-Guinardó,el Carmel
379,K001,Underground,2.17309,41.38952,METRO (L1) - URQUINAONA-,Eixample,la Dreta de l'Eixample
380,K001,Underground,2.201262,41.419459,METRO (L2) - SANT MARTÍ (Rambla Guipúscoa)-,Sant Martí,Sant Martí de Provençals
381,K001,Underground,2.190338,41.444154,METRO (L1) - TORRAS I BAGES (Pg. de Torras i Bages)-,Sant Andreu,Sant Andreu
383,K001,Underground,2.148628,41.374547,FGC (L8) - ESPANYA-,Sants-Montjuïc,el Poble-sec
384,K001,Underground,2.169503,41.385707,"FGC (L6,L7) - CATALUNYA-",Eixample,la Dreta de l'Eixample
386,K001,Underground,2.191575,41.394936,METRO (L4) - BOGATELL (C. de Pere IV)-,Sant Martí,el Parc i la Llacuna del Poblenou
387,K001,Underground,2.13621,41.382176,METRO (L3) - PLAÇA DEL CENTRE (Pl. del Centre)-,Les Corts,les Corts
389,K001,Underground,2.111704,41.384208,METRO (L3) - ZONA UNIVERSITÀRIA (Av. Diagonal)-,Les Corts,la Maternitat i Sant Ramon
390,K002,Railway (FGC),2.043259,41.348145,FGC - SANT BOI-,Ciutat Vella,Barri Centre
391,K011,Tram,2.134712,41.413531,TRAMVIA BLAU - AV. TIBIDABO (Romà Macaya-Dr. Ribas Perdigó)-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
392,K011,Tram,2.232613,41.439305,TRAMVIA (T5) - GORG-,Sarrià-Sant Gervasi,Gorg
393,K001,Underground,2.194384,41.449539,METRO (L1) - TRINITAT VELLA-,Sant Andreu,la Trinitat Vella
394,K001,Underground,2.18753,41.411218,METRO (L1) - CLOT-,Sant Martí,el Clot
398,K001,Underground,2.18834,41.402984,METRO (L1) - GLÒRIES (C. d'Àlaba)-,Sant Martí,el Parc i la Llacuna del Poblenou
399,K001,Underground,2.149455,41.375546,METRO (L1) - ESPANYA (C. de Tarragona)-,Eixample,la Nova Esquerra de l'Eixample
400,K011,Tram,2.131844,41.389343,"TRAMVIA (T1,T2,T3) - NUMÀNCIA-",Les Corts,les Corts
401,K011,Tram,2.129746,41.415469,TRAMVIA BLAU - AV. TIBIDABO (Parc Municipal Font Racó)-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
402,K011,Tram,2.221206,41.418341,TRAMVIA (T6) - LA MINA-,Sant Martí,La Mina
404,K001,Underground,2.145436,41.378064,METRO (L3) - TARRAGONA (C. Sant Nicolau)-,Sants-Montjuïc,Hostafrancs
405,K008,Maritime station,2.178511,41.356658,Terminal Marítima A *Creuers,Ciutat Vella,la Marina del Prat Vermell
406,K001,Underground,2.171578,41.462738,METRO (L11) - CAN CUIÀS-,Nou Barris,Ciutat Meridiana
408,K001,Underground,2.159713,41.39611,METRO (L3) - DIAGONAL (Pl. Joan Carles I)-,Eixample,la Dreta de l'Eixample
409,K001,Underground,2.175556,41.376673,METRO (L3) - DRASSANES (C. de Montserrat)-,Ciutat Vella,el Raval
411,K001,Underground,2.23404,41.440639,METRO (L2) - GORG-,Sarrià-Sant Gervasi,Gorg
412,K001,Underground,2.173484,41.437215,METRO (L4) - LLUCMAJOR-,Nou Barris,la Guineueta
413,K001,Underground,2.142012,41.4251,"METRO (L3, L5) - VALL D'HEBRON (Pg. de la Vall d'Hebron)-",Horta-Guinardó,Montbau
414,K001,Underground,2.167015,41.385919,"FGC (L6,L7) - CATALUNYA (C. de Balmes)-",Eixample,la Dreta de l'Eixample
415,K002,Railway (FGC),2.117531,41.35536,FGC - GORNAL-,Gràcia,Sants - Badal
416,K002,Railway (FGC),2.086746,41.353011,FGC - ALMEDA-,Ciutat Vella,Almeda
417,K002,Railway (FGC),2.152429,41.400039,FGC - GRÀCIA (Pl. de Gal·la Placídia)-,Gràcia,la Vila de Gràcia
418,K001,Underground,2.162901,41.37916,METRO (L2) - SANT ANTONI (C. Comte d'Urgell)-,Eixample,Sant Antoni
421,K003,RENFE,2.186507,41.423935,RENFE - LA SAGRERA - MERIDIANA-,Sant Andreu,la Sagrera
422,K001,Underground,2.130678,41.384233,METRO (L3) - LES CORTS (Travessera de les Corts)-,Les Corts,les Corts
423,K001,Underground,2.160473,41.395755,METRO (L3) - DIAGONAL-,Eixample,la Dreta de l'Eixample
424,K001,Underground,2.117872,41.385906,METRO (L3) - PALAU REIAL-,Les Corts,la Maternitat i Sant Ramon
425,K001,Underground,2.170344,41.386286,METRO (L3) - CATALUNYA-,Eixample,la Dreta de l'Eixample
427,K001,Underground,2.15517,41.379461,METRO (L1) - ROCAFORT (Gv. Corts Catalanes)-,Eixample,Sant Antoni
428,K001,Underground,2.161178,41.429762,METRO (L5) - HORTA-,Horta-Guinardó,Horta
429,K001,Underground,2.149829,41.374513,METRO (L3) - ESPANYA (Av. de la Reina Maria Cristina)-,Sants-Montjuïc,el Poble-sec
430,K001,Underground,2.192713,41.388147,METRO (L4) - CIUTADELLA - VILA OLIMPICA-,Sant Martí,la Vila Olímpica del Poblenou
431,K001,Underground,2.169714,41.385946,METRO (L3) - CATALUNYA (Pl. Catalunya)-,Eixample,la Dreta de l'Eixample
432,K001,Underground,2.20578,41.459366,METRO (L9) - SINGUERLÍN-,Eixample,la Trinitat Vella
433,K001,Underground,2.212413,41.454503,METRO (L9) - ESGLÉSIA MAJOR-,Eixample,la Trinitat Vella
434,K001,Underground,2.217331,41.412265,METRO (L4) - EL MARESME-FÒRUM (Rambla Prim)-,Sant Martí,el Besòs i el Maresme
435,K001,Underground,2.216969,41.411963,METRO (L4) - EL MARESME-FÒRUM-,Sant Martí,el Besòs i el Maresme
436,K011,Tram,2.133644,41.415114,TRAMVIA BLAU - AV. TIBIDABO (Dr. Ribas Perdigó-Josep Garí)-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
437,K011,Tram,2.0607,41.379784,TRAMVIA (línia T3) - TORREBLANCA-,Ciutat Vella,la Maternitat i Sant Ramon
438,K010,Cableway,2.163454,41.368756,Telefèric de Montjuïc - Parc de Montjuïc-,Sants-Montjuïc,el Poble-sec
439,K009,Funicular,2.105697,41.41398,Funicular VALLVIDRERA - superior-,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
440,K009,Funicular,2.163334,41.368721,Funicular MONTJUÏC - superior-,Sants-Montjuïc,el Poble-sec
441,K008,Maritime station,2.177294,41.371857,Estació Marítima TRASMEDITERRÁNEA-,Ciutat Vella,la Marina del Prat Vermell
442,K008,Maritime station,2.180769,41.372889,Estació Marítima BUQUEBÚS-,Ciutat Vella,el Raval
443,K001,Underground,2.19746,41.399026,METRO (L4) - LLACUNA (C. de la Ciutat de Granada)-,Sant Martí,el Poblenou
444,K001,Underground,2.150984,41.389033,METRO (L5) - HOSPITAL CLÍNIC-,Eixample,l'Antiga Esquerra de l'Eixample
445,K001,Underground,2.193191,41.38821,METRO (L4) - CIUTADELLA - VILA OLÍMPICA (C. Ramon Trias Fargas)-,Sant Martí,la Vila Olímpica del Poblenou
446,K001,Underground,2.181114,41.414798,METRO (L5) - CAMP DE L'ARPA (Pg. de Maragall)-,Sant Martí,el Camp de l'Arpa del Clot
447,K001,Underground,2.140978,41.417691,METRO (L3) - PENITENTS (Av. de l'Hospital Militar)-,Gràcia,Vallcarca i els Penitents
449,K001,Underground,2.215688,41.415007,METRO (L4) - BESÒS MAR-,Sant Martí,el Besòs i el Maresme
451,K011,Tram,2.072171,41.360796,"TRAMVIA (T1,T2) - IGNASI IGLÉSIAS-",Ciutat Vella,la Gavarra
452,K001,Underground,2.168669,41.39999,METRO (L4) - VERDAGUER (Pg. de Sant Joan)-,Eixample,la Dreta de l'Eixample
453,K001,Underground,2.148801,41.37538,METRO (L1) - ESPANYA-,Sants-Montjuïc,el Poble-sec
454,K001,Underground,2.144523,41.375356,METRO (L1) - HOSTAFRANCS (C. de la Creu Coberta)-,Sants-Montjuïc,Hostafrancs
455,K001,Underground,2.143445,41.375552,METRO (L1) - HOSTAFRANCS (C. del Consell de Cent)-,Sants-Montjuïc,Hostafrancs
460,K001,Underground,2.166277,41.398676,METRO (L5) - VERDAGUER (C. de Girona)-,Eixample,la Dreta de l'Eixample
461,K001,Underground,2.135034,41.375491,METRO (L5) - PLAÇA DE SANTS (Pl. de Sants)-,Sants-Montjuïc,Sants
462,K001,Underground,2.086746,41.353011,FGC (L8) - ALMEDA-,Ciutat Vella,Almeda
463,K001,Underground,2.167765,41.374796,METRO (L2) - PARAL·LEL (C. d'en Fontrodona)-,Sants-Montjuïc,el Poble-sec
464,K001,Underground,2.205212,41.436173,"METRO (L9, L10) - BON PASTOR-",Sant Andreu,el Bon Pastor
466,K001,Underground,2.148521,41.421974,METRO (L5) - EL COLL / LA TEIXONERA-,Horta-Guinardó,la Teixonera
467,K001,Underground,2.141445,41.425067,METRO (L5) - VALL D'HEBRÓN-,Horta-Guinardó,Sant Genís dels Agudells
468,K001,Underground,2.11649,41.368742,METRO (L1) - TORRASSA-,Sant Andreu,la Maternitat i Sant Ramon
470,K001,Underground,2.16833,41.389533,METRO (L2) - PASSEIG DE GRÀCIA-,Eixample,la Dreta de l'Eixample
471,K001,Underground,2.182167,41.407271,METRO (L2) - ENCANTS (C. del Dos de Maig)-,Sant Martí,el Camp de l'Arpa del Clot
472,K001,Underground,2.194356,41.448967,METRO (L1) - TRINITAT VELLA (Parc de la Trinitat)-,Sant Andreu,la Trinitat Vella
475,K001,Underground,2.200227,41.450043,METRO (L1) - BARÓ DE VIVER-,Sant Andreu,la Trinitat Vella
476,K001,Underground,2.103422,41.357794,FGC (L8) - L'HOSPITALET:AV. CARRILET-,Ciutat Vella,la Maternitat i Sant Ramon
477,K001,Underground,2.144554,41.430627,METRO (L3) - MONTBAU (Jardins de Pedro Muñoz Seca)-,Horta-Guinardó,Montbau
478,K001,Underground,2.140751,41.417963,METRO (L3) - PENITENTS-,Gràcia,Vallcarca i els Penitents
479,K002,Railway (FGC),2.139358,41.368228,FGC - MAGÒRIA-LA CAMPANA-,Sants-Montjuïc,la Bordeta
481,K011,Tram,2.13165,41.415969,TRAMVIA BLAU - PL. DR. ANDREU-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
482,K001,Underground,2.187294,41.416721,METRO (L1) - NAVAS (Av. Meridiana)-,Sant Andreu,Navas
483,K001,Underground,2.154456,41.379149,METRO (L1) - ROCAFORT-,Eixample,la Nova Esquerra de l'Eixample
484,K002,Railway (FGC),2.148628,41.374547,FGC - ESPANYA-,Sants-Montjuïc,el Poble-sec
485,K008,Maritime station,2.183239,41.375761,Terminal Marítima Maremàgnum *Creuers,Ciutat Vella,el Barri Gòtic
486,K011,Tram,2.209361,41.41994,"TRAMVIA (T5, T6) - BESÒS-",Sant Martí,el Besòs i el Maresme
487,K011,Tram,2.198381,41.406205,TRAMVIA (T4) - PERE IV-,Sant Martí,Provençals del Poblenou
488,K003,RENFE,2.179942,41.470873,RENFE - MONTCADA BIFURCACIÓ-,Nou Barris,Torre Baró
490,K001,Underground,2.167775,41.389664,METRO (L4) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-,Eixample,la Dreta de l'Eixample
491,K001,Underground,2.17985,41.459409,METRO (L11) - TORRE BARÓ - VALLBONA-,Nou Barris,Torre Baró
492,K001,Underground,2.170687,41.387914,METRO (L1) - CATALUNYA (Rda. de Sant Pere)-,Eixample,la Dreta de l'Eixample
493,K001,Underground,2.164719,41.385814,METRO (L1) - UNIVERSITAT (C. de Pelai)-,Ciutat Vella,el Raval
494,K001,Underground,2.186554,41.4101,METRO (L2) - CLOT-,Sant Martí,el Camp de l'Arpa del Clot
495,K001,Underground,2.139739,41.379602,METRO (L5) - SANTS ESTACIÓ (Pg. de Sant Antoni)-,Sants-Montjuïc,Sants
496,K001,Underground,2.167646,41.386095,"FGC (L6,L7) - CATALUNYA (C. de Bergara)-",Eixample,la Dreta de l'Eixample
497,K001,Underground,2.192791,41.395438,METRO (L4) - BOGATELL (C. de Pujades)-,Sant Martí,el Parc i la Llacuna del Poblenou
498,K001,Underground,2.17214,41.46292,METRO (L11) - CAN CUIÀS (C. Tapissers - Montcada)-,Nou Barris,Ciutat Meridiana
499,K001,Underground,2.182218,41.393228,METRO (L1) - ARC DE TRIOMF (C. de Nàpols)-,Eixample,el Fort Pienc
500,K001,Underground,2.138493,41.375542,METRO (L1) - PLAÇA DE SANTS-,Sants-Montjuïc,Sants
501,K001,Underground,2.191104,41.437806,METRO (L1) - SANT ANDREU (C. de Joan Torres)-,Sant Andreu,Sant Andreu
503,K001,Underground,2.166078,41.442024,METRO (L3) - CANYELLES-,Nou Barris,Canyelles
504,K001,Underground,2.152798,41.402597,METRO (L3) - FONTANA (C. Gran de Gràcia)-,Gràcia,la Vila de Gràcia
505,K001,Underground,2.152815,41.402297,METRO (L3) - FONTANA-,Gràcia,la Vila de Gràcia
506,K001,Underground,2.167579,41.375091,METRO (L2) - PARAL·LEL-,Eixample,Sant Antoni
507,K001,Underground,2.167762,41.389284,METRO (L2) - PASSEIG DE GRÀCIA (Gv. Corts Catalanes)-,Eixample,la Dreta de l'Eixample
508,K001,Underground,2.190747,41.437324,METRO (L1) - SANT ANDREU-,Sant Andreu,Sant Andreu
509,K001,Underground,2.174875,41.429732,METRO (L5) - VIRREI AMAT-,Nou Barris,Vilapicina i la Torre Llobeta
510,K001,Underground,2.173076,41.403762,METRO (L5) - SAGRADA FAMÍLIA (C. de Sardenya)-,Eixample,la Sagrada Família
511,K011,Tram,2.07622,41.371003,TRAMVIA (T2) - SANT MARTÍ DE L'ERM (Baixador)-,Ciutat Vella,les Planes
512,K001,Underground,2.174231,41.404606,METRO (L5) - SAGRADA FAMÍLIA (C. de la Marina)-,Eixample,la Sagrada Família
513,K011,Tram,2.112031,41.376647,"TRAMVIA (T1,T2,T3) - SANT RAMON-",Les Corts,la Maternitat i Sant Ramon
514,K011,Tram,2.186836,41.401681,"TRAMVIA (T4, T5, T6) - GLÒRIES-",Eixample,el Fort Pienc
515,K003,RENFE,2.140341,41.379074,RENFE - SANTS ESTACIÓ-,Sants-Montjuïc,Sants
516,K001,Underground,2.175017,41.446909,METRO (L3) - ROQUETES (Vidal i Guasch)-,Nou Barris,les Roquetes
519,K001,Underground,2.1104,41.384138,METRO (L3) - ZONA UNIVERSITÀRIA-,Les Corts,Pedralbes
523,K001,Underground,2.171406,41.39526,METRO (L4) - GIRONA-,Eixample,la Dreta de l'Eixample
524,K001,Underground,2.185811,41.382237,METRO (L4) - BARCELONETA (Pl. de Pau Vila)-,Ciutat Vella,la Barceloneta
525,K001,Underground,2.162763,41.406051,METRO (L4) - JOANIC (C. de l'Escorial)-,Gràcia,el Camp d'en Grassot i Gràcia Nova
526,K001,Underground,2.173507,41.380969,METRO (L3) - LICEU (Pla de la Boqueria)-,Ciutat Vella,el Barri Gòtic
527,K004,Airport train,2.140341,41.379074,Tren AEROPORT - SANTS ESTACIÓ-,Sants-Montjuïc,Sants
528,K004,Airport train,2.09108,41.331201,Tren AEROPORT - PRAT DE LLOBREGAT-,Gràcia,la Maternitat i Sant Ramon
529,K004,Airport train,2.073913,41.304419,Tren AEROPORT- AEROPORT-,Gràcia,la Maternitat i Sant Ramon
530,K003,RENFE,2.180357,41.46161,RENFE - TORRE BARÓ-,Nou Barris,Torre Baró
533,K003,RENFE,2.073913,41.304419,RENFE - AEROPORT-,Gràcia,la Maternitat i Sant Ramon
535,K011,Tram,2.068805,41.356785,"TRAMVIA (T1,T2) - CORNELLÀ CENTRE-",Ciutat Vella,Centre
537,K001,Underground,2.187344,41.408643,METRO (L1) - CLOT (Aragó-Meridiana)-,Sant Martí,el Clot
538,K001,Underground,2.16457,41.392896,METRO (L3) - PASSEIG DE GRÀCIA-,Eixample,la Dreta de l'Eixample
540,K001,Underground,2.172613,41.388771,METRO (L4) - URQUINAONA (Pl. d'Urquinaona)-,Eixample,la Dreta de l'Eixample
541,K001,Underground,2.166884,41.412047,METRO (L4) - ALFONS X (C. de Lepant)-,Horta-Guinardó,el Baix Guinardó
542,K001,Underground,2.148073,41.423133,METRO (L5) - EL COLL / LA TEIXONERA (Pl. de Sant Crispí)-,Horta-Guinardó,la Teixonera
543,K001,Underground,2.209959,41.408155,METRO (L4) - SELVA DE MAR-,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
544,K001,Underground,2.180938,41.414999,METRO (L5) - CAMP DE L'ARPA-,Sant Martí,el Camp de l'Arpa del Clot
546,K001,Underground,2.217243,41.441476,METRO (L10) - LLEFIÀ-,Les Corts,Sant Antoni de Llefià
547,K001,Underground,2.139358,41.368228,FGC (L8) - MAGÒRIA-LA CAMPANA-,Sants-Montjuïc,la Bordeta
549,K001,Underground,2.068427,41.351845,FGC (L8) - CORNELLÀ:RIERA-,Ciutat Vella,Centre
550,K001,Underground,2.11168,41.361271,FGC (L8) - SANT JOSEP-,Ciutat Vella,la Maternitat i Sant Ramon
552,K002,Railway (FGC),2.157649,41.393362,FGC - PROVENÇA (C. del Rossellò)-,Eixample,la Dreta de l'Eixample
553,K002,Railway (FGC),2.11168,41.361271,FGC - SANT JOSEP-,Ciutat Vella,la Maternitat i Sant Ramon
555,K002,Railway (FGC),2.103422,41.357794,FGC - L'HOSPITALET-AV. CARRILET-,Ciutat Vella,la Maternitat i Sant Ramon
557,K002,Railway (FGC),2.167646,41.386095,FGC - CATALUNYA (C. de Bergara)-,Eixample,la Dreta de l'Eixample
558,K001,Underground,2.106694,41.344339,METRO (L1) - HOSPITAL DE BELLVITGE-,Gràcia,Sants - Badal
560,K001,Underground,2.184196,41.428993,METRO (L1) - FABRA I PUIG (C. de Concepción Arenal)-,Sant Andreu,Sant Andreu
561,K001,Underground,2.187198,41.422492,METRO (L1) - LA SAGRERA-,Sant Andreu,la Sagrera
562,K002,Railway (FGC),2.091563,41.427474,FGC - LES PLANES-,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
563,K002,Railway (FGC),2.130075,41.398154,FGC - LES TRES TORRES<center>-,Sarrià-Sant Gervasi,les Tres Torres
564,K002,Railway (FGC),2.09734,41.419668,FGC - BAIXADOR DE VALLVIDRERA-,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
565,K011,Tram,2.136863,41.410697,TRAMVIA BLAU - AV. TIBIDABO (Pl. John Kennedy-Mas Yebra)-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
566,K001,Underground,2.17722,41.424489,"METRO (L4,L5) - MARAGALL (Pg. de Maragall)-",Sant Andreu,el Congrés i els Indians
567,K002,Railway (FGC),2.168784,41.385795,FGC - CATALUNYA-,Eixample,la Dreta de l'Eixample
568,K008,Maritime station,2.179963,41.360193,Terminal Marítima C *Creuers,Sants-Montjuïc,la Marina del Prat Vermell
569,K001,Underground,2.244209,41.449132,METRO (L2) - BADALONA - POMPEU FABRA-,Ciutat Vella,Coll i Pujol
570,K001,Underground,2.158326,41.392331,"FGC (L6,L7) - PROVENÇA (C. de Provença)-",Eixample,l'Antiga Esquerra de l'Eixample
572,K001,Underground,2.176475,41.425869,METRO (L5) - MARAGALL-,Nou Barris,Vilapicina i la Torre Llobeta
573,K001,Underground,2.186497,41.420554,"METRO (L5,L9,L10) - LA SAGRERA (C. Felipe II)-",Sant Andreu,Navas
574,K001,Underground,2.147573,41.401403,FGC (L7) - PLAÇA MOLINA-,Sarrià-Sant Gervasi,el Putxet i el Farró
575,K001,Underground,2.142547,41.425262,METRO (L3) - VALL D'HEBRON-,Horta-Guinardó,Montbau
576,K001,Underground,2.144798,41.411753,METRO (L3) - VALLCARCA (Av. de l'Hospital Militar)-,Gràcia,Vallcarca i els Penitents
579,K001,Underground,2.1759,41.425733,METRO (L5) - MARAGALL (Pg.de Maragall)-,Nou Barris,Vilapicina i la Torre Llobeta
580,K001,Underground,2.176285,41.376817,METRO (L3) - DRASSANES-,Ciutat Vella,el Raval
581,K001,Underground,2.175562,41.403847,METRO (L2) - SAGRADA FAMÍLIA (Pl. de Gaudí)-,Eixample,la Sagrada Família
584,K001,Underground,2.135849,41.375429,METRO (L5) - PLAÇA DE SANTS (C. de Sants)-,Sants-Montjuïc,Sants
585,K001,Underground,2.175568,41.429214,METRO (L5) - VIRREI AMAT (C. de Felip II)-,Nou Barris,Vilapicina i la Torre Llobeta
586,K001,Underground,2.15916,41.394887,METRO (L5) - DIAGONAL-,Eixample,la Dreta de l'Eixample
587,K001,Underground,2.147016,41.401372,FGC (L6) - SANT GERVASI-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
589,K001,Underground,2.19855,41.457253,METRO (L9) - CAN ZAM-,Sant Andreu,la Trinitat Vella
590,K001,Underground,2.169597,41.388111,METRO (L1) - CATALUNYA (Pg. de Gràcia)-,Eixample,la Dreta de l'Eixample
591,K011,Tram,2.114498,41.384459,"TRAMVIA (T1,T2,T3) - ZONA UNIVERSITÀRIA-",Les Corts,la Maternitat i Sant Ramon
